date,county,type,num,id
4/17/20,"Alameda County, California",positive,1043,473
4/17/20,"Alpine County, California",positive,1,474
4/17/20,"Amador County, California",positive,7,475
4/17/20,"Butte County, California",positive,15,476
4/17/20,"Calaveras County, California",positive,11,477
4/17/20,"Colusa County, California",positive,3,478
4/17/20,"Contra Costa County, California",positive,687,479
4/17/20,"Del Norte County, California",positive,2,480
4/17/20,"El Dorado County, California",positive,35,481
4/17/20,"Fresno County, California",positive,315,482
4/17/20,"Glenn County, California",positive,4,483
4/17/20,"Humboldt County, California",positive,52,484
4/17/20,"Imperial County, California",positive,135,485
4/17/20,"Inyo County, California",positive,18,486
4/17/20,"Kern County, California",positive,612,487
4/17/20,"Kings County, California",positive,20,488
4/17/20,"Lake County, California",positive,6,489
4/17/20,"Lassen County, California",positive,0,490
4/17/20,"Los Angeles County, California",positive,11354,491
4/17/20,"Madera County, California",positive,34,492
4/17/20,"Marin County, California",positive,189,493
4/17/20,"Mariposa County, California",positive,0,494
4/17/20,"Mendocino County, California",positive,4,495
4/17/20,"Merced County, California",positive,82,496
4/17/20,"Modoc County, California",positive,0,497
4/17/20,"Mono County, California",positive,23,498
4/17/20,"Monterey County, California",positive,119,499
4/17/20,"Napa County, California",positive,46,500
4/17/20,"Nevada County, California",positive,34,501
4/17/20,"Orange County, California",positive,1501,502
4/17/20,"Placer County, California",positive,130,503
4/17/20,"Plumas County, California",positive,4,504
4/17/20,"Riverside County, California",positive,2457,505
4/17/20,"Sacramento County, California",positive,882,506
4/17/20,"San Benito County, California",positive,38,507
4/17/20,"San Bernardino County, California",positive,1096,508
4/17/20,"San Diego County, California",positive,2160,509
4/17/20,"San Francisco County, California",positive,1090,510
4/17/20,"San Joaquin County, California",positive,356,511
4/17/20,"San Luis Obispo County, California",positive,127,512
4/17/20,"San Mateo County, California",positive,768,513
4/17/20,"Santa Barbara County, California",positive,349,514
4/17/20,"Santa Clara County, California",positive,1834,515
4/17/20,"Santa Cruz County, California",positive,98,516
4/17/20,"Shasta County, California",positive,26,517
4/17/20,"Sierra County, California",positive,0,518
4/17/20,"Siskiyou County, California",positive,5,519
4/17/20,"Solano County, California",positive,173,520
4/17/20,"Sonoma County, California",positive,167,521
4/17/20,"Stanislaus County, California",positive,201,522
4/17/20,"Sutter County, California",positive,24,523
4/17/20,"Tehama County, California",positive,1,524
4/17/20,"Trinity County, California",positive,0,525
4/17/20,"Tulare County, California",positive,370,526
4/17/20,"Tuolumne County, California",positive,2,527
4/17/20,"Ventura County, California",positive,398,528
4/17/20,"Yolo County, California",positive,117,529
4/17/20,"Yuba County, California",positive,15,530
4/17/20,Unknown,positive,2,531
4/17/20,"Alameda County, California",death,44,532
4/17/20,"Alpine County, California",death,0,533
4/17/20,"Amador County, California",death,0,534
4/17/20,"Butte County, California",death,0,535
4/17/20,"Calaveras County, California",death,0,536
4/17/20,"Colusa County, California",death,0,537
4/17/20,"Contra Costa County, California",death,19,538
4/17/20,"Del Norte County, California",death,0,539
4/17/20,"El Dorado County, California",death,0,540
4/17/20,"Fresno County, California",death,7,541
4/17/20,"Glenn County, California",death,0,542
4/17/20,"Humboldt County, California",death,0,543
4/17/20,"Imperial County, California",death,3,544
4/17/20,"Inyo County, California",death,0,545
4/17/20,"Kern County, California",death,3,546
4/17/20,"Kings County, California",death,1,547
4/17/20,"Lake County, California",death,0,548
4/17/20,"Lassen County, California",death,0,549
4/17/20,"Los Angeles County, California",death,495,550
4/17/20,"Madera County, California",death,2,551
4/17/20,"Marin County, California",death,10,552
4/17/20,"Mariposa County, California",death,0,553
4/17/20,"Mendocino County, California",death,0,554
4/17/20,"Merced County, California",death,3,555
4/17/20,"Modoc County, California",death,0,556
4/17/20,"Mono County, California",death,1,557
4/17/20,"Monterey County, California",death,3,558
4/17/20,"Napa County, California",death,2,559
4/17/20,"Nevada County, California",death,1,560
4/17/20,"Orange County, California",death,28,561
4/17/20,"Placer County, California",death,8,562
4/17/20,"Plumas County, California",death,0,563
4/17/20,"Riverside County, California",death,69,564
4/17/20,"Sacramento County, California",death,32,565
4/17/20,"San Benito County, California",death,2,566
4/17/20,"San Bernardino County, California",death,55,567
4/17/20,"San Diego County, California",death,70,568
4/17/20,"San Francisco County, California",death,20,569
4/17/20,"San Joaquin County, California",death,17,570
4/17/20,"San Luis Obispo County, California",death,1,571
4/17/20,"San Mateo County, California",death,28,572
4/17/20,"Santa Barbara County, California",death,3,573
4/17/20,"Santa Clara County, California",death,73,574
4/17/20,"Santa Cruz County, California",death,2,575
4/17/20,"Shasta County, California",death,3,576
4/17/20,"Sierra County, California",death,0,577
4/17/20,"Siskiyou County, California",death,0,578
4/17/20,"Solano County, California",death,2,579
4/17/20,"Sonoma County, California",death,2,580
4/17/20,"Stanislaus County, California",death,4,581
4/17/20,"Sutter County, California",death,2,582
4/17/20,"Tehama County, California",death,1,583
4/17/20,"Trinity County, California",death,0,584
4/17/20,"Tulare County, California",death,17,585
4/17/20,"Tuolumne County, California",death,0,586
4/17/20,"Ventura County, California",death,13,587
4/17/20,"Yolo County, California",death,8,588
4/17/20,"Yuba County, California",death,1,589
4/17/20,Unknown,death,0,590
4/18/20,"Alameda County, California",positive,1114,591
4/18/20,"Alpine County, California",positive,1,592
4/18/20,"Amador County, California",positive,7,593
4/18/20,"Butte County, California",positive,16,594
4/18/20,"Calaveras County, California",positive,12,595
4/18/20,"Colusa County, California",positive,3,596
4/18/20,"Contra Costa County, California",positive,685,597
4/18/20,"Del Norte County, California",positive,2,598
4/18/20,"El Dorado County, California",positive,36,599
4/18/20,"Fresno County, California",positive,315,600
4/18/20,"Glenn County, California",positive,4,601
4/18/20,"Humboldt County, California",positive,52,602
4/18/20,"Imperial County, California",positive,155,603
4/18/20,"Inyo County, California",positive,18,604
4/18/20,"Kern County, California",positive,610,605
4/18/20,"Kings County, California",positive,28,606
4/18/20,"Lake County, California",positive,6,607
4/18/20,"Lassen County, California",positive,0,608
4/18/20,"Los Angeles County, California",positive,12051,609
4/18/20,"Madera County, California",positive,34,610
4/18/20,"Marin County, California",positive,189,611
4/18/20,"Mariposa County, California",positive,0,612
4/18/20,"Mendocino County, California",positive,5,613
4/18/20,"Merced County, California",positive,87,614
4/18/20,"Modoc County, California",positive,0,615
4/18/20,"Mono County, California",positive,23,616
4/18/20,"Monterey County, California",positive,136,617
4/18/20,"Napa County, California",positive,47,618
4/18/20,"Nevada County, California",positive,36,619
4/18/20,"Orange County, California",positive,1556,620
4/18/20,"Placer County, California",positive,131,621
4/18/20,"Plumas County, California",positive,4,622
4/18/20,"Riverside County, California",positive,2602,623
4/18/20,"Sacramento County, California",positive,914,624
4/18/20,"San Benito County, California",positive,44,625
4/18/20,"San Bernardino County, California",positive,1215,626
4/18/20,"San Diego County, California",positive,2213,627
4/18/20,"San Francisco County, California",positive,1137,628
4/18/20,"San Joaquin County, California",positive,410,629
4/18/20,"San Luis Obispo County, California",positive,131,630
4/18/20,"San Mateo County, California",positive,838,631
4/18/20,"Santa Barbara County, California",positive,385,632
4/18/20,"Santa Clara County, California",positive,1870,633
4/18/20,"Santa Cruz County, California",positive,101,634
4/18/20,"Shasta County, California",positive,26,635
4/18/20,"Sierra County, California",positive,0,636
4/18/20,"Siskiyou County, California",positive,5,637
4/18/20,"Solano County, California",positive,169,638
4/18/20,"Sonoma County, California",positive,180,639
4/18/20,"Stanislaus County, California",positive,221,640
4/18/20,"Sutter County, California",positive,25,641
4/18/20,"Tehama County, California",positive,1,642
4/18/20,"Trinity County, California",positive,0,643
4/18/20,"Tulare County, California",positive,397,644
4/18/20,"Tuolumne County, California",positive,2,645
4/18/20,"Ventura County, California",positive,416,646
4/18/20,"Yolo County, California",positive,126,647
4/18/20,"Yuba County, California",positive,16,648
4/18/20,Unknown,positive,0,649
4/18/20,"Alameda County, California",death,41,650
4/18/20,"Alpine County, California",death,0,651
4/18/20,"Amador County, California",death,0,652
4/18/20,"Butte County, California",death,0,653
4/18/20,"Calaveras County, California",death,0,654
4/18/20,"Colusa County, California",death,0,655
4/18/20,"Contra Costa County, California",death,19,656
4/18/20,"Del Norte County, California",death,0,657
4/18/20,"El Dorado County, California",death,0,658
4/18/20,"Fresno County, California",death,7,659
4/18/20,"Glenn County, California",death,0,660
4/18/20,"Humboldt County, California",death,0,661
4/18/20,"Imperial County, California",death,3,662
4/18/20,"Inyo County, California",death,0,663
4/18/20,"Kern County, California",death,3,664
4/18/20,"Kings County, California",death,1,665
4/18/20,"Lake County, California",death,0,666
4/18/20,"Lassen County, California",death,0,667
4/18/20,"Los Angeles County, California",death,577,668
4/18/20,"Madera County, California",death,2,669
4/18/20,"Marin County, California",death,10,670
4/18/20,"Mariposa County, California",death,0,671
4/18/20,"Mendocino County, California",death,0,672
4/18/20,"Merced County, California",death,3,673
4/18/20,"Modoc County, California",death,0,674
4/18/20,"Mono County, California",death,1,675
4/18/20,"Monterey County, California",death,3,676
4/18/20,"Napa County, California",death,2,677
4/18/20,"Nevada County, California",death,1,678
4/18/20,"Orange County, California",death,32,679
4/18/20,"Placer County, California",death,8,680
4/18/20,"Plumas County, California",death,0,681
4/18/20,"Riverside County, California",death,74,682
4/18/20,"Sacramento County, California",death,33,683
4/18/20,"San Benito County, California",death,2,684
4/18/20,"San Bernardino County, California",death,57,685
4/18/20,"San Diego County, California",death,71,686
4/18/20,"San Francisco County, California",death,20,687
4/18/20,"San Joaquin County, California",death,17,688
4/18/20,"San Luis Obispo County, California",death,1,689
4/18/20,"San Mateo County, California",death,28,690
4/18/20,"Santa Barbara County, California",death,4,691
4/18/20,"Santa Clara County, California",death,73,692
4/18/20,"Santa Cruz County, California",death,2,693
4/18/20,"Shasta County, California",death,3,694
4/18/20,"Sierra County, California",death,0,695
4/18/20,"Siskiyou County, California",death,0,696
4/18/20,"Solano County, California",death,2,697
4/18/20,"Sonoma County, California",death,2,698
4/18/20,"Stanislaus County, California",death,4,699
4/18/20,"Sutter County, California",death,2,700
4/18/20,"Tehama County, California",death,1,701
4/18/20,"Trinity County, California",death,0,702
4/18/20,"Tulare County, California",death,17,703
4/18/20,"Tuolumne County, California",death,0,704
4/18/20,"Ventura County, California",death,13,705
4/18/20,"Yolo County, California",death,8,706
4/18/20,"Yuba County, California",death,1,707
4/18/20,Unknown,death,0,708
4/19/20,"Alameda County, California",positive,1114,709
4/19/20,"Alpine County, California",positive,1,710
4/19/20,"Amador County, California",positive,7,711
4/19/20,"Butte County, California",positive,16,712
4/19/20,"Calaveras County, California",positive,12,713
4/19/20,"Colusa County, California",positive,3,714
4/19/20,"Contra Costa County, California",positive,693,715
4/19/20,"Del Norte County, California",positive,2,716
4/19/20,"El Dorado County, California",positive,36,717
4/19/20,"Fresno County, California",positive,315,718
4/19/20,"Glenn County, California",positive,4,719
4/19/20,"Humboldt County, California",positive,52,720
4/19/20,"Imperial County, California",positive,155,721
4/19/20,"Inyo County, California",positive,18,722
4/19/20,"Kern County, California",positive,623,723
4/19/20,"Kings County, California",positive,28,724
4/19/20,"Lake County, California",positive,6,725
4/19/20,"Lassen County, California",positive,0,726
4/19/20,"Los Angeles County, California",positive,12349,727
4/19/20,"Madera County, California",positive,34,728
4/19/20,"Marin County, California",positive,189,729
4/19/20,"Mariposa County, California",positive,0,730
4/19/20,"Mendocino County, California",positive,5,731
4/19/20,"Merced County, California",positive,90,732
4/19/20,"Modoc County, California",positive,0,733
4/19/20,"Mono County, California",positive,23,734
4/19/20,"Monterey County, California",positive,141,735
4/19/20,"Napa County, California",positive,47,736
4/19/20,"Nevada County, California",positive,36,737
4/19/20,"Orange County, California",positive,1636,738
4/19/20,"Placer County, California",positive,132,739
4/19/20,"Plumas County, California",positive,4,740
4/19/20,"Riverside County, California",positive,2602,741
4/19/20,"Sacramento County, California",positive,925,742
4/19/20,"San Benito County, California",positive,44,743
4/19/20,"San Bernardino County, California",positive,1219,744
4/19/20,"San Diego County, California",positive,2213,745
4/19/20,"San Francisco County, California",positive,1157,746
4/19/20,"San Joaquin County, California",positive,415,747
4/19/20,"San Luis Obispo County, California",positive,132,748
4/19/20,"San Mateo County, California",positive,838,749
4/19/20,"Santa Barbara County, California",positive,385,750
4/19/20,"Santa Clara County, California",positive,1870,751
4/19/20,"Santa Cruz County, California",positive,104,752
4/19/20,"Shasta County, California",positive,26,753
4/19/20,"Sierra County, California",positive,0,754
4/19/20,"Siskiyou County, California",positive,5,755
4/19/20,"Solano County, California",positive,169,756
4/19/20,"Sonoma County, California",positive,181,757
4/19/20,"Stanislaus County, California",positive,226,758
4/19/20,"Sutter County, California",positive,26,759
4/19/20,"Tehama County, California",positive,1,760
4/19/20,"Trinity County, California",positive,0,761
4/19/20,"Tulare County, California",positive,411,762
4/19/20,"Tuolumne County, California",positive,2,763
4/19/20,"Ventura County, California",positive,422,764
4/19/20,"Yolo County, California",positive,137,765
4/19/20,"Yuba County, California",positive,16,766
4/19/20,Unknown,positive,0,767
4/19/20,"Alameda County, California",death,41,768
4/19/20,"Alpine County, California",death,0,769
4/19/20,"Amador County, California",death,0,770
4/19/20,"Butte County, California",death,0,771
4/19/20,"Calaveras County, California",death,0,772
4/19/20,"Colusa County, California",death,0,773
4/19/20,"Contra Costa County, California",death,20,774
4/19/20,"Del Norte County, California",death,0,775
4/19/20,"El Dorado County, California",death,0,776
4/19/20,"Fresno County, California",death,7,777
4/19/20,"Glenn County, California",death,0,778
4/19/20,"Humboldt County, California",death,0,779
4/19/20,"Imperial County, California",death,3,780
4/19/20,"Inyo County, California",death,0,781
4/19/20,"Kern County, California",death,3,782
4/19/20,"Kings County, California",death,1,783
4/19/20,"Lake County, California",death,0,784
4/19/20,"Lassen County, California",death,0,785
4/19/20,"Los Angeles County, California",death,601,786
4/19/20,"Madera County, California",death,2,787
4/19/20,"Marin County, California",death,10,788
4/19/20,"Mariposa County, California",death,0,789
4/19/20,"Mendocino County, California",death,0,790
4/19/20,"Merced County, California",death,3,791
4/19/20,"Modoc County, California",death,0,792
4/19/20,"Mono County, California",death,1,793
4/19/20,"Monterey County, California",death,4,794
4/19/20,"Napa County, California",death,2,795
4/19/20,"Nevada County, California",death,1,796
4/19/20,"Orange County, California",death,32,797
4/19/20,"Placer County, California",death,8,798
4/19/20,"Plumas County, California",death,0,799
4/19/20,"Riverside County, California",death,75,800
4/19/20,"Sacramento County, California",death,34,801
4/19/20,"San Benito County, California",death,2,802
4/19/20,"San Bernardino County, California",death,57,803
4/19/20,"San Diego County, California",death,71,804
4/19/20,"San Francisco County, California",death,20,805
4/19/20,"San Joaquin County, California",death,17,806
4/19/20,"San Luis Obispo County, California",death,1,807
4/19/20,"San Mateo County, California",death,28,808
4/19/20,"Santa Barbara County, California",death,4,809
4/19/20,"Santa Clara County, California",death,73,810
4/19/20,"Santa Cruz County, California",death,2,811
4/19/20,"Shasta County, California",death,3,812
4/19/20,"Sierra County, California",death,0,813
4/19/20,"Siskiyou County, California",death,0,814
4/19/20,"Solano County, California",death,2,815
4/19/20,"Sonoma County, California",death,2,816
4/19/20,"Stanislaus County, California",death,4,817
4/19/20,"Sutter County, California",death,2,818
4/19/20,"Tehama County, California",death,1,819
4/19/20,"Trinity County, California",death,0,820
4/19/20,"Tulare County, California",death,17,821
4/19/20,"Tuolumne County, California",death,0,822
4/19/20,"Ventura County, California",death,13,823
4/19/20,"Yolo County, California",death,8,824
4/19/20,"Yuba County, California",death,1,825
4/19/20,Unknown,death,0,826
4/20/20,"Alameda County, California",positive,1118,827
4/20/20,"Alpine County, California",positive,1,828
4/20/20,"Amador County, California",positive,7,829
4/20/20,"Butte County, California",positive,15,830
4/20/20,"Calaveras County, California",positive,12,831
4/20/20,"Colusa County, California",positive,3,832
4/20/20,"Contra Costa County, California",positive,753,833
4/20/20,"Del Norte County, California",positive,2,834
4/20/20,"El Dorado County, California",positive,36,835
4/20/20,"Fresno County, California",positive,356,836
4/20/20,"Glenn County, California",positive,3,837
4/20/20,"Humboldt County, California",positive,53,838
4/20/20,"Imperial County, California",positive,149,839
4/20/20,"Inyo County, California",positive,17,840
4/20/20,"Kern County, California",positive,651,841
4/20/20,"Kings County, California",positive,19,842
4/20/20,"Lake County, California",positive,6,843
4/20/20,"Lassen County, California",positive,0,844
4/20/20,"Los Angeles County, California",positive,13787,845
4/20/20,"Madera County, California",positive,35,846
4/20/20,"Marin County, California",positive,200,847
4/20/20,"Mariposa County, California",positive,0,848
4/20/20,"Mendocino County, California",positive,5,849
4/20/20,"Merced County, California",positive,88,850
4/20/20,"Modoc County, California",positive,0,851
4/20/20,"Mono County, California",positive,23,852
4/20/20,"Monterey County, California",positive,147,853
4/20/20,"Napa County, California",positive,55,854
4/20/20,"Nevada County, California",positive,34,855
4/20/20,"Orange County, California",positive,1679,856
4/20/20,"Placer County, California",positive,132,857
4/20/20,"Plumas County, California",positive,4,858
4/20/20,"Riverside County, California",positive,277,859
4/20/20,"Sacramento County, California",positive,924,860
4/20/20,"San Benito County, California",positive,43,861
4/20/20,"San Bernardino County, California",positive,1344,862
4/20/20,"San Diego County, California",positive,2327,863
4/20/20,"San Francisco County, California",positive,1223,864
4/20/20,"San Joaquin County, California",positive,422,865
4/20/20,"San Luis Obispo County, California",positive,132,866
4/20/20,"San Mateo County, California",positive,890,867
4/20/20,"Santa Barbara County, California",positive,388,868
4/20/20,"Santa Clara County, California",positive,1920,869
4/20/20,"Santa Cruz County, California",positive,102,870
4/20/20,"Shasta County, California",positive,26,871
4/20/20,"Sierra County, California",positive,0,872
4/20/20,"Siskiyou County, California",positive,5,873
4/20/20,"Solano County, California",positive,185,874
4/20/20,"Sonoma County, California",positive,178,875
4/20/20,"Stanislaus County, California",positive,228,876
4/20/20,"Sutter County, California",positive,22,877
4/20/20,"Tehama County, California",positive,1,878
4/20/20,"Trinity County, California",positive,0,879
4/20/20,"Tulare County, California",positive,401,880
4/20/20,"Tuolumne County, California",positive,2,881
4/20/20,"Ventura County, California",positive,426,882
4/20/20,"Yolo County, California",positive,125,883
4/20/20,"Yuba County, California",positive,15,884
4/20/20,Unknown,positive,2,885
4/20/20,"Alameda County, California",death,50,886
4/20/20,"Alpine County, California",death,0,887
4/20/20,"Amador County, California",death,0,888
4/20/20,"Butte County, California",death,0,889
4/20/20,"Calaveras County, California",death,0,890
4/20/20,"Colusa County, California",death,0,891
4/20/20,"Contra Costa County, California",death,22,892
4/20/20,"Del Norte County, California",death,0,893
4/20/20,"El Dorado County, California",death,0,894
4/20/20,"Fresno County, California",death,7,895
4/20/20,"Glenn County, California",death,0,896
4/20/20,"Humboldt County, California",death,0,897
4/20/20,"Imperial County, California",death,3,898
4/20/20,"Inyo County, California",death,0,899
4/20/20,"Kern County, California",death,3,900
4/20/20,"Kings County, California",death,1,901
4/20/20,"Lake County, California",death,0,902
4/20/20,"Lassen County, California",death,0,903
4/20/20,"Los Angeles County, California",death,617,904
4/20/20,"Madera County, California",death,2,905
4/20/20,"Marin County, California",death,10,906
4/20/20,"Mariposa County, California",death,0,907
4/20/20,"Mendocino County, California",death,0,908
4/20/20,"Merced County, California",death,3,909
4/20/20,"Modoc County, California",death,0,910
4/20/20,"Mono County, California",death,1,911
4/20/20,"Monterey County, California",death,4,912
4/20/20,"Napa County, California",death,2,913
4/20/20,"Nevada County, California",death,1,914
4/20/20,"Orange County, California",death,33,915
4/20/20,"Placer County, California",death,8,916
4/20/20,"Plumas County, California",death,0,917
4/20/20,"Riverside County, California",death,89,918
4/20/20,"Sacramento County, California",death,34,919
4/20/20,"San Benito County, California",death,2,920
4/20/20,"San Bernardino County, California",death,60,921
4/20/20,"San Diego County, California",death,102,922
4/20/20,"San Francisco County, California",death,20,923
4/20/20,"San Joaquin County, California",death,17,924
4/20/20,"San Luis Obispo County, California",death,1,925
4/20/20,"San Mateo County, California",death,31,926
4/20/20,"Santa Barbara County, California",death,4,927
4/20/20,"Santa Clara County, California",death,83,928
4/20/20,"Santa Cruz County, California",death,2,929
4/20/20,"Shasta County, California",death,3,930
4/20/20,"Sierra County, California",death,0,931
4/20/20,"Siskiyou County, California",death,0,932
4/20/20,"Solano County, California",death,2,933
4/20/20,"Sonoma County, California",death,2,934
4/20/20,"Stanislaus County, California",death,4,935
4/20/20,"Sutter County, California",death,2,936
4/20/20,"Tehama County, California",death,1,937
4/20/20,"Trinity County, California",death,0,938
4/20/20,"Tulare County, California",death,18,939
4/20/20,"Tuolumne County, California",death,0,940
4/20/20,"Ventura County, California",death,13,941
4/20/20,"Yolo County, California",death,10,942
4/20/20,"Yuba County, California",death,1,943
4/20/20,Unknown,death,0,944